warning_id,tier,galaxy,warning_type,message,severity,action_required
W0016,random_phase_surrogate_radial_template,IC4202,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0017,random_phase_surrogate_residual,NGC0024,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0018,random_phase_surrogate_radial_template,NGC0024,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0019,random_phase_surrogate_residual,NGC0055,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0020,random_phase_surrogate_radial_template,NGC0055,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0021,random_phase_surrogate_residual,NGC0100,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0022,random_phase_surrogate_radial_template,NGC0100,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0023,random_phase_surrogate_residual,NGC0247,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0024,random_phase_surrogate_radial_template,NGC0247,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0025,random_phase_surrogate_residual,NGC0289,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0026,random_phase_surrogate_radial_template,NGC0289,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0027,random_phase_surrogate_residual,NGC0300,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0028,random_phase_surrogate_radial_template,NGC0300,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0029,random_phase_surrogate_residual,NGC0891,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0030,random_phase_surrogate_radial_template,NGC0891,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0031,random_phase_surrogate_residual,NGC1003,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0032,random_phase_surrogate_radial_template,NGC1003,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0033,random_phase_surrogate_residual,NGC1090,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0034,random_phase_surrogate_radial_template,NGC1090,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0035,random_phase_surrogate_residual,NGC2366,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0036,random_phase_surrogate_radial_template,NGC2366,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0037,random_phase_surrogate_residual,NGC2403,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0038,random_phase_surrogate_radial_template,NGC2403,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0039,random_phase_surrogate_residual,NGC2841,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0040,random_phase_surrogate_radial_template,NGC2841,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0041,random_phase_surrogate_residual,NGC2903,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0042,random_phase_surrogate_radial_template,NGC2903,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0043,random_phase_surrogate_residual,NGC2915,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0044,random_phase_surrogate_radial_template,NGC2915,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0045,random_phase_surrogate_residual,NGC2955,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0046,random_phase_surrogate_radial_template,NGC2955,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0047,random_phase_surrogate_residual,NGC2976,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0048,random_phase_surrogate_radial_template,NGC2976,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0049,random_phase_surrogate_residual,NGC3109,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0050,random_phase_surrogate_radial_template,NGC3109,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0051,random_phase_surrogate_residual,NGC3198,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0052,random_phase_surrogate_radial_template,NGC3198,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0053,random_phase_surrogate_residual,NGC3521,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0054,random_phase_surrogate_radial_template,NGC3521,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0055,random_phase_surrogate_residual,NGC3741,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0056,random_phase_surrogate_radial_template,NGC3741,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0057,random_phase_surrogate_residual,NGC3917,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0058,random_phase_surrogate_radial_template,NGC3917,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0059,random_phase_surrogate_residual,NGC4013,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0060,random_phase_surrogate_radial_template,NGC4013,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0061,random_phase_surrogate_residual,NGC4100,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0062,random_phase_surrogate_radial_template,NGC4100,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0063,random_phase_surrogate_residual,NGC4157,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0064,random_phase_surrogate_radial_template,NGC4157,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0065,random_phase_surrogate_residual,NGC4183,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0066,random_phase_surrogate_radial_template,NGC4183,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0067,random_phase_surrogate_residual,NGC4217,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0068,random_phase_surrogate_radial_template,NGC4217,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0069,random_phase_surrogate_residual,NGC4559,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0070,random_phase_surrogate_radial_template,NGC4559,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0071,random_phase_surrogate_residual,NGC5033,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0072,random_phase_surrogate_radial_template,NGC5033,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0073,random_phase_surrogate_residual,NGC5055,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0074,random_phase_surrogate_radial_template,NGC5055,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0075,random_phase_surrogate_residual,NGC5371,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0076,random_phase_surrogate_radial_template,NGC5371,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0077,random_phase_surrogate_residual,NGC5585,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0078,random_phase_surrogate_radial_template,NGC5585,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0079,random_phase_surrogate_residual,NGC5907,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0080,random_phase_surrogate_radial_template,NGC5907,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0081,random_phase_surrogate_residual,NGC5985,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0082,random_phase_surrogate_radial_template,NGC5985,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0083,random_phase_surrogate_residual,NGC6015,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0084,random_phase_surrogate_radial_template,NGC6015,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0085,random_phase_surrogate_residual,NGC6195,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0086,random_phase_surrogate_radial_template,NGC6195,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0087,random_phase_surrogate_residual,NGC6503,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0088,random_phase_surrogate_radial_template,NGC6503,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0089,random_phase_surrogate_residual,NGC6946,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0090,random_phase_surrogate_radial_template,NGC6946,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0091,random_phase_surrogate_residual,NGC7331,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0092,random_phase_surrogate_radial_template,NGC7331,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0093,random_phase_surrogate_residual,NGC7793,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0094,random_phase_surrogate_radial_template,NGC7793,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0095,random_phase_surrogate_residual,NGC7814,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0096,random_phase_surrogate_radial_template,NGC7814,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0097,random_phase_surrogate_residual,UGC00128,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0098,random_phase_surrogate_radial_template,UGC00128,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0099,random_phase_surrogate_residual,UGC01281,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0100,random_phase_surrogate_radial_template,UGC01281,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0101,random_phase_surrogate_residual,UGC02487,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0102,random_phase_surrogate_radial_template,UGC02487,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0103,random_phase_surrogate_residual,UGC02885,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0104,random_phase_surrogate_radial_template,UGC02885,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0105,random_phase_surrogate_residual,UGC02916,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0106,random_phase_surrogate_radial_template,UGC02916,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0107,random_phase_surrogate_residual,UGC02953,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0108,random_phase_surrogate_radial_template,UGC02953,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0109,random_phase_surrogate_residual,UGC03205,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0110,random_phase_surrogate_radial_template,UGC03205,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0111,random_phase_surrogate_residual,UGC03546,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0112,random_phase_surrogate_radial_template,UGC03546,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0113,random_phase_surrogate_residual,UGC03580,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0114,random_phase_surrogate_radial_template,UGC03580,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0115,random_phase_surrogate_residual,UGC04278,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0116,random_phase_surrogate_radial_template,UGC04278,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0117,random_phase_surrogate_residual,UGC04305,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0118,random_phase_surrogate_radial_template,UGC04305,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0119,random_phase_surrogate_residual,UGC05253,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0120,random_phase_surrogate_radial_template,UGC05253,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0121,random_phase_surrogate_residual,UGC05721,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0122,random_phase_surrogate_radial_template,UGC05721,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0123,random_phase_surrogate_residual,UGC06446,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0124,random_phase_surrogate_radial_template,UGC06446,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0125,random_phase_surrogate_residual,UGC06786,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0126,random_phase_surrogate_radial_template,UGC06786,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0127,random_phase_surrogate_residual,UGC06787,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0128,random_phase_surrogate_radial_template,UGC06787,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0129,random_phase_surrogate_residual,UGC06983,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0130,random_phase_surrogate_radial_template,UGC06983,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0131,random_phase_surrogate_residual,UGC07524,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0132,random_phase_surrogate_radial_template,UGC07524,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0133,random_phase_surrogate_residual,UGC08286,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0134,random_phase_surrogate_radial_template,UGC08286,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0135,random_phase_surrogate_residual,UGC08490,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0136,random_phase_surrogate_radial_template,UGC08490,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0137,random_phase_surrogate_residual,UGC08699,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0138,random_phase_surrogate_radial_template,UGC08699,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0139,random_phase_surrogate_residual,UGC09037,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0140,random_phase_surrogate_radial_template,UGC09037,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0141,random_phase_surrogate_residual,UGC09133,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0142,random_phase_surrogate_radial_template,UGC09133,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0143,random_phase_surrogate_residual,UGC11455,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0144,random_phase_surrogate_radial_template,UGC11455,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0145,random_phase_surrogate_residual,UGC11914,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0146,random_phase_surrogate_radial_template,UGC11914,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0147,random_phase_surrogate_residual,UGC12506,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0148,random_phase_surrogate_radial_template,UGC12506,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0149,random_phase_surrogate_residual,UGC12732,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0150,random_phase_surrogate_radial_template,UGC12732,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
W0151,random_phase_surrogate_residual,UGCA444,DEGENERATE_PHASE_BLIND_STATISTIC,Spectral concentration unchanged across amplitude-preserving surrogates,INFO,Retain by-construction caveat during QC
